Sample	Seq	Sample_Seq	Resolution	PathName	Path	sample	idx	categ	ours_idx
HG04157	unassigned-0000769	HG04157_unassigned-0000769	UNPLACED	na_unused_utig4-2409	utig4-2409+	HG04157	866	match	2285
HG04157	unassigned-0000771	HG04157_unassigned-0000771	UNPLACED	na_unused_utig4-2410	utig4-2410+	HG04157	867	match	1487
HG04157	unassigned-0000801	HG04157_unassigned-0000801	UNPLACED	na_unused_utig4-2498	utig4-2498+	HG04157	868	match	3535
HG04157	unassigned-0000802	HG04157_unassigned-0000802	UNPLACED	na_unused_utig4-2499	utig4-2499+	HG04157	869	match	1050
HG04157	unassigned-0000803	HG04157_unassigned-0000803	UNPLACED	na_unused_utig4-2500	utig4-2500+	HG04157	870	match	772
HG04157	unassigned-0000821	HG04157_unassigned-0000821	UNPLACED	na_unused_utig4-2576	utig4-2576+	HG04157	871	match	3479
HG04157	unassigned-0000822	HG04157_unassigned-0000822	UNPLACED	na_unused_utig4-2577	utig4-2577+	HG04157	872	match	1456
HG04160	haplotype1-0000015	HG04160_haplotype1-0000015	UNPLACED	haplotype1_from_utig4-3292	utig4-3292+	HG04160	873	match	3087
HG04160	haplotype1-0000022	HG04160_haplotype1-0000022	SCAFFOLD	haplotype1_from_utig4-443	utig4-444-,utig4-442+,[N5000N:ambig_path],utig4-443+,utig4-3293-,utig4-3291-	HG04160	874	match	3760
HG04160	haplotype2-0000188	HG04160_haplotype2-0000188	UNPLACED	haplotype2_unused_utig4-445	utig4-445+	HG04160	875	match	2231
HG04187	pat-0000904	HG04187_pat-0000904	SCAFFOLD	pat_from_utig4-2624	utig4-374-,utig4-372+,[N5000N:ambig_path],utig4-3616+,utig4-2623-,utig4-2620-,[N1000N:ambig_bubble],utig4-3555+,[N1000N:ambig_bubble],utig4-3618-,[N23100N:ambig_bubble],utig4-2021+,[N5000N:ambig_path],utig4-2624+	HG04187	876	match	3543
HG04187	pat-0000933	HG04187_pat-0000933	UNPLACED	pat_unused_utig4-1420	utig4-1420+	HG04187	877	match	1393
HG04187	pat-0000934	HG04187_pat-0000934	UNPLACED	pat_unused_utig4-1421	utig4-1421+	HG04187	878	match	257
HG04187	pat-0000935	HG04187_pat-0000935	UNPLACED	pat_unused_utig4-1422	utig4-1422+	HG04187	879	match	868
HG04187	pat-0000936	HG04187_pat-0000936	UNPLACED	pat_unused_utig4-1423	utig4-1423+	HG04187	880	match	797
HG04187	pat-0000937	HG04187_pat-0000937	UNPLACED	pat_unused_utig4-1424	utig4-1424+	HG04187	881	match	2222
HG04187	pat-0001047	HG04187_pat-0001047	UNPLACED	pat_unused_utig4-2022	utig4-2022+	HG04187	882	match	494
HG04187	pat-0001048	HG04187_pat-0001048	UNPLACED	pat_unused_utig4-2023	utig4-2023+	HG04187	883	match	879
HG04187	pat-0001049	HG04187_pat-0001049	UNPLACED	pat_unused_utig4-2024	utig4-2024+	HG04187	884	match	2251
HG04187	pat-0001050	HG04187_pat-0001050	UNPLACED	pat_unused_utig4-2025	utig4-2025+	HG04187	885	match	2669
HG04187	pat-0001051	HG04187_pat-0001051	UNPLACED	pat_unused_utig4-2026	utig4-2026+	HG04187	886	match	3516
HG04187	pat-0001052	HG04187_pat-0001052	UNPLACED	pat_unused_utig4-2027	utig4-2027+	HG04187	887	match	2949
HG04187	pat-0001053	HG04187_pat-0001053	UNPLACED	pat_unused_utig4-2028	utig4-2028+	HG04187	888	match	1638
HG04187	pat-0001054	HG04187_pat-0001054	UNPLACED	pat_unused_utig4-2029	utig4-2029+	HG04187	889	match	881
HG04187	pat-0001055	HG04187_pat-0001055	UNPLACED	pat_unused_utig4-2030	utig4-2030+	HG04187	890	match	2287
HG04187	pat-0001056	HG04187_pat-0001056	UNPLACED	pat_unused_utig4-2031	utig4-2031+	HG04187	891	match	663
HG04187	pat-0001113	HG04187_pat-0001113	UNPLACED	pat_unused_utig4-2621	utig4-2621+	HG04187	892	match	2577
HG04187	pat-0001114	HG04187_pat-0001114	UNPLACED	pat_unused_utig4-2622	utig4-2622+	HG04187	893	match	3180
HG04187	pat-0001115	HG04187_pat-0001115	UNPLACED	pat_unused_utig4-2625	utig4-2625+	HG04187	894	match	970
HG04187	pat-0001116	HG04187_pat-0001116	UNPLACED	pat_unused_utig4-2626	utig4-2626+	HG04187	895	match	2884
HG04187	pat-0001133	HG04187_pat-0001133	UNPLACED	pat_unused_utig4-3529	utig4-3529+	HG04187	896	match	241
HG04187	pat-0001144	HG04187_pat-0001144	UNPLACED	pat_unused_utig4-3556	utig4-3556+	HG04187	897	match	1726
HG04187	pat-0001145	HG04187_pat-0001145	UNPLACED	pat_unused_utig4-3557	utig4-3557+	HG04187	898	match	925
HG04187	pat-0001165	HG04187_pat-0001165	UNPLACED	pat_unused_utig4-3617	utig4-3617+	HG04187	899	match	3894
HG04187	pat-0001167	HG04187_pat-0001167	UNPLACED	pat_unused_utig4-373	utig4-373+	HG04187	900	match	2634
HG04187	pat-0001168	HG04187_pat-0001168	UNPLACED	pat_unused_utig4-375	utig4-375+	HG04187	901	match	3418
HG04199	haplotype1-0000001	HG04199_haplotype1-0000001	SCAFFOLD	haplotype1_from_utig4-1006	utig4-1006+,[N5000N:ambig_path],utig4-2715-,utig4-2716+,[N53255N:tangle],utig4-654-,[N100000N:scaffold],utig4-2831-	HG04199	902	match	288
HG04199	haplotype2-0000138	HG04199_haplotype2-0000138	UNPLACED	haplotype2_unused_utig4-2717	utig4-2717+	HG04199	903	match	1411
HG04199	haplotype2-0000139	HG04199_haplotype2-0000139	UNPLACED	haplotype2_unused_utig4-2795	utig4-2795+	HG04199	904	match	603
HG04199	haplotype2-0000140	HG04199_haplotype2-0000140	UNPLACED	haplotype2_unused_utig4-2796	utig4-2796+	HG04199	905	match	1117
HG04204	haplotype1-0000022	HG04204_haplotype1-0000022	SCAFFOLD	haplotype1_from_utig4-704	utig4-704-,[N61446N:tangle],utig4-703+,[N100000N:scaffold],utig4-2965+	HG04204	906	match	2686
HG04204	haplotype1-0000146	HG04204_haplotype1-0000146	UNPLACED	haplotype1_unused_utig4-675	utig4-675+	HG04204	907	match	1137
HG04204	haplotype1-0000147	HG04204_haplotype1-0000147	UNPLACED	haplotype1_unused_utig4-676	utig4-676+	HG04204	908	match	696
HG04204	haplotype1-0000148	HG04204_haplotype1-0000148	UNPLACED	haplotype1_unused_utig4-677	utig4-677+	HG04204	909	match	23
HG04204	haplotype2-0000170	HG04204_haplotype2-0000170	UNPLACED	haplotype2_from_utig4-1409	utig4-1409+,utig4-2932+	HG04204	910	no-match	-1
HG04228	haplotype1-0000011	HG04228_haplotype1-0000011	SCAFFOLD	haplotype1_from_utig4-1744	utig4-1744+,utig4-1835-,utig4-1833+,utig4-1834-,utig4-1838+	HG04228	911	match	3907
HG04228	unassigned-0000468	HG04228_unassigned-0000468	UNPLACED_Cmpnt	na_unused_utig4-1935	utig4-1935+	HG04228	912	no-match	-1
NA18522	haplotype1-0000020	NA18522_haplotype1-0000020	SCAFFOLD	haplotype1_from_utig4-831	utig4-831+	NA18522	913	match	3277
NA18608	haplotype1-0000026	NA18608_haplotype1-0000026	SCAFFOLD	haplotype1_from_utig4-943	utig4-940+,utig4-943+	NA18608	914	match	3398
NA18608	haplotype2-0000085	NA18608_haplotype2-0000085	UNPLACED	haplotype2_from_utig4-359	utig4-946-,utig4-944-,utig4-940-,[N1000N:ambig_bubble],utig4-945-,[N100000N:scaffold],utig4-359+	NA18608	915	no-match	-1
NA18608	unassigned-0000644	NA18608_unassigned-0000644	UNPLACED	na_unused_utig4-941	utig4-941+	NA18608	916	match	438
NA18608	unassigned-0000645	NA18608_unassigned-0000645	UNPLACED	na_unused_utig4-942	utig4-942+	NA18608	917	match	2592
NA18612	haplotype1-0000005	NA18612_haplotype1-0000005	SCAFFOLD	haplotype1_from_utig4-1379	utig4-2159-,utig4-1381-,utig4-1379+	NA18612	918	match	1636
NA18612	haplotype2-0000088	NA18612_haplotype2-0000088	SCAFFOLD	haplotype2_from_utig4-2160	utig4-2043-,utig4-2042-,utig4-2041+,[N185125N:ambig_bubble],utig4-1603-,[N5000N:ambig_path],utig4-1605+,utig4-2159+,utig4-2160+	NA18612	919	match	1006
NA18612	haplotype2-0000257	NA18612_haplotype2-0000257	UNPLACED	haplotype2_unused_utig4-1604	utig4-1604+	NA18612	920	match	1256
NA18612	haplotype2-0000258	NA18612_haplotype2-0000258	UNPLACED	haplotype2_unused_utig4-1606	utig4-1606+	NA18612	921	match	2217
NA18612	haplotype2-0000259	NA18612_haplotype2-0000259	UNPLACED	haplotype2_unused_utig4-1607	utig4-1607+	NA18612	922	match	55
NA18612	haplotype2-0000260	NA18612_haplotype2-0000260	UNPLACED	haplotype2_unused_utig4-1608	utig4-1608+	NA18612	923	match	2882
NA18612	haplotype2-0000276	NA18612_haplotype2-0000276	UNPLACED	haplotype2_unused_utig4-1954	utig4-1954+	NA18612	924	match	2354
NA18612	haplotype2-0000277	NA18612_haplotype2-0000277	UNPLACED	haplotype2_unused_utig4-1955	utig4-1955+	NA18612	925	match	54
NA18612	haplotype2-0000278	NA18612_haplotype2-0000278	UNPLACED	haplotype2_unused_utig4-1956	utig4-1956+	NA18612	926	match	362
NA18612	unassigned-0000413	NA18612_unassigned-0000413	UNPLACED	na_unused_utig4-1380	utig4-1380+	NA18612	927	match	1990
NA18612	unassigned-0000502	NA18612_unassigned-0000502	UNPLACED_Cmpnt	na_unused_utig4-1649	utig4-1649+	NA18612	928	no-match	-1
NA18620	haplotype1-0000001	NA18620_haplotype1-0000001	SCAFFOLD	haplotype1_from_utig4-1187	utig4-1951+,utig4-1952+,utig4-1187+,utig4-1947+,utig4-2042+	NA18620	929	match	874
NA18620	haplotype1-0000007	NA18620_haplotype1-0000007	UNPLACED	haplotype1_from_utig4-1944	utig4-1944+,utig4-1987-,utig4-1985-,utig4-1982-,[N70314N:ambig_bubble],utig4-2046+	NA18620	930	match	1054
NA18620	haplotype1-0000008	NA18620_haplotype1-0000008	UNPLACED	haplotype1_from_utig4-1991	utig4-1991+	NA18620	931	match	1249
NA18620	haplotype1-0000010	NA18620_haplotype1-0000010	UNPLACED	haplotype1_from_utig4-2047	utig4-2047+,utig4-1560-,utig4-1562+	NA18620	932	match	1292
NA18620	haplotype1-0000033	NA18620_haplotype1-0000033	UNPLACED	haplotype1_unused_utig4-1183	utig4-1183+	NA18620	933	match	532
NA18620	haplotype2-0000053	NA18620_haplotype2-0000053	UNPLACED	haplotype2_from_utig4-1936	utig4-1936+	NA18620	934	match	1915
NA18620	haplotype2-0000054	NA18620_haplotype2-0000054	UNPLACED	haplotype2_from_utig4-1950	utig4-1560-,utig4-1561+,utig4-1950+,utig4-1985-,utig4-1982-,[N70314N:ambig_bubble],utig4-2046+	NA18620	935	match	858
NA18620	haplotype2-0000055	NA18620_haplotype2-0000055	UNPLACED	haplotype2_from_utig4-1986	utig4-1986+	NA18620	936	match	3648
NA18620	unassigned-0000173	NA18620_unassigned-0000173	SCAFFOLD	na_unused_utig4-1048	utig4-1048+	NA18620	937	match	15
NA18620	unassigned-0000174	NA18620_unassigned-0000174	UNPLACED	na_unused_utig4-1049	utig4-1049+	NA18620	938	match	3022
NA18620	unassigned-0000175	NA18620_unassigned-0000175	UNPLACED	na_unused_utig4-1050	utig4-1050+	NA18620	939	match	242
NA18620	unassigned-0000251	NA18620_unassigned-0000251	UNPLACED_Cmpnt	na_unused_utig4-1148	utig4-1148+	NA18620	940	no-match	-1
NA18620	unassigned-0000278	NA18620_unassigned-0000278	UNPLACED	na_unused_utig4-1184	utig4-1184+	NA18620	941	match	3856
NA18620	unassigned-0000279	NA18620_unassigned-0000279	UNPLACED	na_unused_utig4-1185	utig4-1185+	NA18620	942	match	301
NA18620	unassigned-0000280	NA18620_unassigned-0000280	UNPLACED	na_unused_utig4-1186	utig4-1186+	NA18620	943	match	844
NA18620	unassigned-0000502	NA18620_unassigned-0000502	UNPLACED	na_unused_utig4-1522	utig4-1522+	NA18620	944	no-match	-1
NA18620	unassigned-0000544	NA18620_unassigned-0000544	UNPLACED	na_unused_utig4-1592	utig4-1592+	NA18620	945	match	1396
NA18620	unassigned-0000754	NA18620_unassigned-0000754	UNPLACED	na_unused_utig4-1937	utig4-1937+	NA18620	946	match	401
NA18620	unassigned-0000778	NA18620_unassigned-0000778	UNPLACED	na_unused_utig4-1983	utig4-1983+	NA18620	947	match	2283
NA18620	unassigned-0000779	NA18620_unassigned-0000779	UNPLACED	na_unused_utig4-1984	utig4-1984+	NA18620	948	match	221
NA18620	unassigned-0000780	NA18620_unassigned-0000780	UNPLACED	na_unused_utig4-1989	utig4-1989+	NA18620	949	match	2244
NA18620	unassigned-0000781	NA18620_unassigned-0000781	UNPLACED	na_unused_utig4-1990	utig4-1990+	NA18620	950	match	645
NA18747	haplotype1-0000010	NA18747_haplotype1-0000010	SCAFFOLD	haplotype1_from_utig4-1629	utig4-1629-,[N100000N:scaffold],utig4-1504-	NA18747	951	match	3297
NA18879	haplotype1-0000021	NA18879_haplotype1-0000021	SCAFFOLD	haplotype1_from_utig4-85	utig4-1738+,utig4-1739+,utig4-1474+,utig4-1342-,utig4-86+,[N5000N:ambig_path],utig4-85+	NA18879	952	match	1623
NA18879	haplotype2-0000089	NA18879_haplotype2-0000089	UNPLACED	haplotype2_unused_utig4-1343	utig4-1343+	NA18879	953	match	2979
NA18879	haplotype2-0000090	NA18879_haplotype2-0000090	UNPLACED	haplotype2_unused_utig4-1344	utig4-1344+	NA18879	954	match	904
NA18879	haplotype2-0000112	NA18879_haplotype2-0000112	UNPLACED	haplotype2_unused_utig4-87	utig4-87+	NA18879	955	match	371
NA18879	haplotype2-0000113	NA18879_haplotype2-0000113	SCAFFOLD	haplotype2_unused_utig4-88	utig4-88+	NA18879	956	match	948
NA18879	unassigned-0000294	NA18879_unassigned-0000294	UNPLACED_Cmpnt	na_unused_utig4-1357	utig4-1357+	NA18879	957	no-match	-1
NA18879	unassigned-0000752	NA18879_unassigned-0000752	UNPLACED_Cmpnt	na_unused_utig4-318	utig4-318+	NA18879	958	no-match	-1
NA18952	haplotype1-0000008	NA18952_haplotype1-0000008	SCAFFOLD	haplotype1_from_utig4-1413	utig4-1309-,utig4-1305-,[N3878N:scaffold],utig4-1413-,[N100000N:scaffold],utig4-2352+	NA18952	959	match	522
NA18952	unassigned-0000191	NA18952_unassigned-0000191	UNPLACED	na_unused_utig4-1306	utig4-1306+	NA18952	960	match	1668
NA18952	unassigned-0000192	NA18952_unassigned-0000192	UNPLACED	na_unused_utig4-1307	utig4-1307+	NA18952	961	match	3582
NA18971	haplotype1-0000013	NA18971_haplotype1-0000013	UNPLACED	haplotype1_from_utig4-2124	utig4-2124+	NA18971	962	match	2428
NA18971	haplotype1-0000014	NA18971_haplotype1-0000014	SCAFFOLD	haplotype1_from_utig4-2126	utig4-682+,utig4-2142+,[N100000N:scaffold],utig4-1592+,utig4-1591-,utig4-1363-,[N10212N:ambig_bubble],utig4-2346-,[N5000N:ambig_path],utig4-2126-,utig4-2123-	NA18971	963	match	1781
NA18971	haplotype1-0000015	NA18971_haplotype1-0000015	SCAFFOLD	haplotype1_from_utig4-2163	utig4-2163+	NA18971	964	match	3268
NA18971	haplotype1-0000032	NA18971_haplotype1-0000032	UNPLACED	haplotype1_unused_utig4-1364	utig4-1364+	NA18971	965	match	409
NA18971	haplotype1-0000033	NA18971_haplotype1-0000033	UNPLACED	haplotype1_unused_utig4-1365	utig4-1365+	NA18971	966	match	1850
NA18971	haplotype1-0000039	NA18971_haplotype1-0000039	UNPLACED	haplotype1_unused_utig4-2125	utig4-2125+	NA18971	967	match	1506
NA18971	haplotype1-0000047	NA18971_haplotype1-0000047	UNPLACED	haplotype1_unused_utig4-2347	utig4-2347+	NA18971	968	match	1379
NA18971	haplotype2-0000061	NA18971_haplotype2-0000061	UNPLACED	haplotype2_from_utig4-2107	utig4-2107+	NA18971	969	match	2139
NA18971	haplotype2-0000184	NA18971_haplotype2-0000184	UNPLACED	haplotype2_unused_utig4-2108	utig4-2108+	NA18971	970	match	3384
NA18971	unassigned-0000597	NA18971_unassigned-0000597	UNPLACED_Cmpnt	na_unused_utig4-1745	utig4-1745+	NA18971	971	no-match	-1
NA18974	haplotype1-0000003	NA18974_haplotype1-0000003	SCAFFOLD	haplotype1_from_utig4-1161	utig4-1161-,utig4-1160+,utig4-1164+,utig4-1707-,utig4-1708+,[N100000N:scaffold],utig4-1710+,utig4-1711+,[N5000N:ambig_path],utig4-1435-,utig4-1437+	NA18974	972	match	3156
NA18974	haplotype1-0000004	NA18974_haplotype1-0000004	UNPLACED	haplotype1_from_utig4-1162	utig4-1162+	NA18974	973	match	2688
NA18974	haplotype1-0000011	NA18974_haplotype1-0000011	UNPLACED	haplotype1_from_utig4-1709	utig4-1707-,utig4-1709+	NA18974	974	match	2062
NA18974	haplotype2-0000117	NA18974_haplotype2-0000117	UNPLACED	haplotype2_unused_utig4-1436	utig4-1436+	NA18974	975	match	170
NA18974	haplotype2-0000118	NA18974_haplotype2-0000118	UNPLACED	haplotype2_unused_utig4-1438	utig4-1438+	NA18974	976	match	826
NA18974	haplotype2-0000119	NA18974_haplotype2-0000119	SCAFFOLD	haplotype2_unused_utig4-1439	utig4-1439+	NA18974	977	match	637
NA18974	haplotype2-0000120	NA18974_haplotype2-0000120	UNPLACED	haplotype2_unused_utig4-1450	utig4-1450+	NA18974	978	match	817
NA18974	haplotype2-0000121	NA18974_haplotype2-0000121	UNPLACED	haplotype2_unused_utig4-1451	utig4-1451+	NA18974	979	match	3351
NA18974	haplotype2-0000122	NA18974_haplotype2-0000122	UNPLACED	haplotype2_unused_utig4-1452	utig4-1452+	NA18974	980	match	1885
NA18974	haplotype2-0000124	NA18974_haplotype2-0000124	UNPLACED	haplotype2_unused_utig4-1480	utig4-1480+	NA18974	981	match	2766
NA18974	haplotype2-0000125	NA18974_haplotype2-0000125	UNPLACED	haplotype2_unused_utig4-1511	utig4-1511+	NA18974	982	match	1145
NA18974	haplotype2-0000126	NA18974_haplotype2-0000126	UNPLACED	haplotype2_unused_utig4-1524	utig4-1524+	NA18974	983	match	1234
NA18974	haplotype2-0000127	NA18974_haplotype2-0000127	UNPLACED	haplotype2_unused_utig4-1609	utig4-1609+	NA18974	984	match	1296
NA18974	haplotype2-0000133	NA18974_haplotype2-0000133	UNPLACED	haplotype2_unused_utig4-1648	utig4-1648+	NA18974	985	match	2252
NA18974	haplotype2-0000134	NA18974_haplotype2-0000134	UNPLACED	haplotype2_unused_utig4-1649	utig4-1649+	NA18974	986	match	1797
NA18974	unassigned-0000365	NA18974_unassigned-0000365	UNPLACED_Cmpnt	na_unused_utig4-1302	utig4-1302+	NA18974	987	no-match	-1
NA18983	haplotype1-0000006	NA18983_haplotype1-0000006	SCAFFOLD	haplotype1_from_utig4-1847	utig4-1847+	NA18983	988	match	1759
NA19043	haplotype1-0000017	NA19043_haplotype1-0000017	SCAFFOLD	haplotype1_from_utig4-697	utig4-697-,[N100000N:scaffold],utig4-1306+,utig4-1308+	NA19043	989	match	18
NA19043	haplotype2-0000144	NA19043_haplotype2-0000144	UNPLACED	haplotype2_unused_utig4-1307	utig4-1307+	NA19043	990	match	3011
NA19043	unassigned-0000422	NA19043_unassigned-0000422	UNPLACED	na_unused_utig4-698	utig4-698+	NA19043	991	match	327
NA19043	unassigned-0000423	NA19043_unassigned-0000423	UNPLACED	na_unused_utig4-699	utig4-699+	NA19043	992	match	2270
NA19443	haplotype1-0000025	NA19443_haplotype1-0000025	SCAFFOLD	haplotype1_from_utig4-862	utig4-133-,[N5000N:ambig_path],utig4-937+,utig4-863-,utig4-862+	NA19443	993	match	533
NA19443	haplotype2-0000191	NA19443_haplotype2-0000191	SCAFFOLD	haplotype2_from_utig4-235	utig4-235+,[N49807N:scaffold],utig4-950-	NA19443	994	match	224
NA19443	haplotype2-0000225	NA19443_haplotype2-0000225	UNPLACED	haplotype2_unused_utig4-134	utig4-134+	NA19443	995	match	49
NA19443	haplotype2-0000226	NA19443_haplotype2-0000226	UNPLACED	haplotype2_unused_utig4-135	utig4-135+	NA19443	996	match	1237
NA19443	haplotype2-0000255	NA19443_haplotype2-0000255	SCAFFOLD	haplotype2_unused_utig4-864	utig4-864+	NA19443	997	match	3245
NA19443	haplotype2-0000271	NA19443_haplotype2-0000271	UNPLACED	haplotype2_unused_utig4-938	utig4-938+	NA19443	998	match	2228
NA19443	unassigned-0000305	NA19443_unassigned-0000305	UNPLACED	na_unused_utig4-1070	utig4-1070+	NA19443	999	match	2845
NA19443	unassigned-0000306	NA19443_unassigned-0000306	UNPLACED	na_unused_utig4-1071	utig4-1071+	NA19443	1000	match	921
NA19682	haplotype1-0000008	NA19682_haplotype1-0000008	SCAFFOLD	haplotype1_from_utig4-1591	utig4-1591-,utig4-1589-,utig4-1587-,[N243493N:ambig_bubble],utig4-1582+,utig4-1586+	NA19682	1001	match	1643
NA19700	haplotype1-0000009	NA19700_haplotype1-0000009	SCAFFOLD	haplotype1_from_utig4-294	utig4-294+,[N5000N:ambig_path],utig4-494+,[N240150N:ambig_bubble],utig4-471-,utig4-473+	NA19700	1002	match	3704
NA19700	haplotype2-0000217	NA19700_haplotype2-0000217	UNPLACED	haplotype2_unused_utig4-472	utig4-472+	NA19700	1003	match	1723
NA19700	haplotype2-0000218	NA19700_haplotype2-0000218	UNPLACED	haplotype2_unused_utig4-474	utig4-474+	NA19700	1004	match	1746
NA19700	haplotype2-0000219	NA19700_haplotype2-0000219	UNPLACED	haplotype2_unused_utig4-475	utig4-475+	NA19700	1005	match	2929
NA20346	haplotype1-0000017	NA20346_haplotype1-0000017	SCAFFOLD	haplotype1_from_utig4-299	utig4-313-,utig4-312+,utig4-315+,utig4-704-,utig4-282-,utig4-278-,[N5000N:ambig_path],utig4-280+,[N655126N:tangle],utig4-299+	NA20346	1006	match	2437
NA20346	haplotype2-0000177	NA20346_haplotype2-0000177	UNPLACED	haplotype2_unused_utig4-1556	utig4-1556+	NA20346	1007	match	819
NA20346	haplotype2-0000178	NA20346_haplotype2-0000178	UNPLACED	haplotype2_unused_utig4-230	utig4-230+	NA20346	1008	match	2701
NA20346	haplotype2-0000179	NA20346_haplotype2-0000179	UNPLACED	haplotype2_unused_utig4-231	utig4-231+	NA20346	1009	match	1930
NA20346	haplotype2-0000180	NA20346_haplotype2-0000180	UNPLACED	haplotype2_unused_utig4-232	utig4-232+	NA20346	1010	match	3160
NA20346	haplotype2-0000182	NA20346_haplotype2-0000182	UNPLACED	haplotype2_unused_utig4-279	utig4-279+	NA20346	1011	match	1610
NA20346	haplotype2-0000183	NA20346_haplotype2-0000183	UNPLACED	haplotype2_unused_utig4-281	utig4-281+	NA20346	1012	match	321
NA20346	haplotype2-0000184	NA20346_haplotype2-0000184	UNPLACED	haplotype2_unused_utig4-297	utig4-297+	NA20346	1013	match	1149
NA20346	haplotype2-0000185	NA20346_haplotype2-0000185	UNPLACED	haplotype2_unused_utig4-298	utig4-298+	NA20346	1014	match	355
NA20752	haplotype1-0000011	NA20752_haplotype1-0000011	SCAFFOLD	haplotype1_from_utig4-1510	utig4-1510+,[N5000N:ambig_path],utig4-1630-,utig4-1628+	NA20752	1015	match	2695
NA20752	haplotype2-0000054	NA20752_haplotype2-0000054	UNPLACED	haplotype2_from_utig4-1468	utig4-1468+,utig4-1627+,utig4-1629+	NA20752	1016	no-match	-1
NA20805	haplotype1-0000003	NA20805_haplotype1-0000003	SCAFFOLD	haplotype1_from_utig4-1291	utig4-1291-,[N5000N:ambig_path],utig4-1290-,utig4-1070-,utig4-1066-,utig4-1065+,[N216544N:ambig_bubble],utig4-1138-,[N6844N:ambig_bubble],utig4-1837+,[N100000N:scaffold],utig4-1071+,utig4-2747-,utig4-382-,utig4-380+	NA20805	1017	match	3242
NA20805	haplotype1-0000009	NA20805_haplotype1-0000009	UNPLACED	haplotype1_from_utig4-1838	utig4-1838+	NA20805	1018	match	3323
NA20805	haplotype1-0000028	NA20805_haplotype1-0000028	UNPLACED	haplotype1_unused_utig4-1067	utig4-1067+	NA20805	1019	match	597
NA20805	haplotype1-0000029	NA20805_haplotype1-0000029	UNPLACED	haplotype1_unused_utig4-1068	utig4-1068+	NA20805	1020	match	2889
NA20805	haplotype1-0000030	NA20805_haplotype1-0000030	UNPLACED	haplotype1_unused_utig4-1069	utig4-1069+	NA20805	1021	match	3347
NA20805	haplotype1-0000031	NA20805_haplotype1-0000031	UNPLACED	haplotype1_unused_utig4-1139	utig4-1139+	NA20805	1022	match	1488
NA20805	haplotype1-0000032	NA20805_haplotype1-0000032	UNPLACED	haplotype1_unused_utig4-1140	utig4-1140+	NA20805	1023	match	1356
NA20805	haplotype1-0000034	NA20805_haplotype1-0000034	UNPLACED	haplotype1_unused_utig4-1247	utig4-1247+	NA20805	1024	match	582
NA20805	haplotype1-0000035	NA20805_haplotype1-0000035	UNPLACED	haplotype1_unused_utig4-1292	utig4-1292+	NA20805	1025	match	2843
NA20805	haplotype1-0000058	NA20805_haplotype1-0000058	UNPLACED	haplotype1_unused_utig4-381	utig4-381+	NA20805	1026	match	621
NA20809	haplotype1-0000030	NA20809_haplotype1-0000030	SCAFFOLD	haplotype1_from_utig4-958	utig4-958-,[N100000N:scaffold],utig4-224+	NA20809	1027	match	3346
NA20809	haplotype2-0000094	NA20809_haplotype2-0000094	SCAFFOLD	haplotype2_from_utig4-328	utig4-328+	NA20809	1028	match	72
NA20809	haplotype2-0000126	NA20809_haplotype2-0000126	UNPLACED	haplotype2_unused_utig4-1840	utig4-1840+	NA20809	1029	match	2774
NA20809	unassigned-0000143	NA20809_unassigned-0000143	UNPLACED	na_unused_utig4-1012	utig4-1012+	NA20809	1030	match	1580
NA20809	unassigned-0000144	NA20809_unassigned-0000144	UNPLACED	na_unused_utig4-1013	utig4-1013+	NA20809	1031	match	2742
NA20809	unassigned-0000145	NA20809_unassigned-0000145	UNPLACED	na_unused_utig4-1014	utig4-1014+	NA20809	1032	match	1309
NA20809	unassigned-0000146	NA20809_unassigned-0000146	UNPLACED	na_unused_utig4-1015	utig4-1015+	NA20809	1033	match	1191
NA20809	unassigned-0000147	NA20809_unassigned-0000147	UNPLACED	na_unused_utig4-1016	utig4-1016+	NA20809	1034	match	929
NA20809	unassigned-0000148	NA20809_unassigned-0000148	UNPLACED	na_unused_utig4-1017	utig4-1017+	NA20809	1035	match	500
NA20809	unassigned-0000258	NA20809_unassigned-0000258	UNPLACED	na_unused_utig4-1390	utig4-1390+	NA20809	1036	match	3272
NA20809	unassigned-0000259	NA20809_unassigned-0000259	UNPLACED	na_unused_utig4-1391	utig4-1391+	NA20809	1037	match	2133
NA20809	unassigned-0000260	NA20809_unassigned-0000260	UNPLACED	na_unused_utig4-1392	utig4-1392+	NA20809	1038	match	1222
NA20809	unassigned-0000261	NA20809_unassigned-0000261	UNPLACED	na_unused_utig4-1393	utig4-1393+	NA20809	1039	match	3474
NA20809	unassigned-0000445	NA20809_unassigned-0000445	UNPLACED	na_unused_utig4-1778	utig4-1778+	NA20809	1040	match	2991
NA20809	unassigned-0000471	NA20809_unassigned-0000471	UNPLACED	na_unused_utig4-1841	utig4-1841+	NA20809	1041	match	1847
NA20809	unassigned-0000511	NA20809_unassigned-0000511	SCAFFOLD	na_unused_utig4-221	utig4-221+	NA20809	1042	match	1514
NA20809	unassigned-0000522	NA20809_unassigned-0000522	UNPLACED	na_unused_utig4-329	utig4-329+	NA20809	1043	match	3611
NA20809	unassigned-0000523	NA20809_unassigned-0000523	UNPLACED	na_unused_utig4-330	utig4-330+	NA20809	1044	match	2224
NA20809	unassigned-0000594	NA20809_unassigned-0000594	SCAFFOLD	na_unused_utig4-957	utig4-957+	NA20809	1045	match	3423
